"outlet","time","title","url"
"NT",2014-03-17,"Rescued Puppies in Gambling Haven Steal Hearts","http://www.nytimes.com/2014/03/18/us/rescued-puppies-in-gambling-haven-steal-hearts.html"
"NT",2014-03-17,"An Inspired Lunch Puts Brunch to Shame","http://www.nytimes.com/2014/03/19/dining/an-inspired-lunch-puts-brunch-to-shame.html"
"NT",2014-03-17,"Memories of '87 Blast Jarred Loose by Explosion","http://www.nytimes.com/2014/03/18/nyregion/after-explosion-in-east-harlem-memories-resurface-in-the-bronx.html"
"NT",2014-03-17,"Helping Women Get Back in the Game","http://www.nytimes.com/2014/03/18/education/helping-women-get-back-in-the-game.html"
"NT",2014-03-17,"Putin Recognizes Crimea Secession, Defying the West","http://www.nytimes.com/2014/03/18/world/europe/us-imposes-new-sanctions-on-russian-officials.html"
"NT",2014-03-17,"Space Ripples Reveal Big Bang's Smoking Gun","http://www.nytimes.com/2014/03/18/science/space/detection-of-waves-in-space-buttresses-landmark-theory-of-big-bang.html"
"NT",2014-03-17,"A Growth Spurt at 1500 Years Old","http://www.nytimes.com/2014/03/18/science/a-growth-spurt-at-1500-years-old.html"
"NT",2014-03-17,"Questions Over Absence of Cellphone Calls From Missing Flight's ...","http://www.nytimes.com/2014/03/18/world/asia/questions-over-absence-of-cellphone-calls-from-missing-passengers.html"
"NT",2014-03-17,"Putative Bitcoin Founder Categorically Denies It","http://www.nytimes.com/2014/03/18/business/media/man-named-by-newsweek-issues-denial-on-bitcoin-claim.html"
"NT",2014-03-17,"Like That Vase on the TV? Click Your Phone to Buy It","http://www.nytimes.com/2014/03/18/business/media/like-that-vase-on-the-tv-click-your-phone-to-buy-it.html"
"NT",2014-03-17,"How to Profit Modestly by Moving to a Nonprofit","http://www.nytimes.com/2014/03/18/education/how-to-profit-modestly-by-moving-to-a-nonprofit.html"
"NT",2014-03-17,"Something Went 'Very Wrong' at GM, Chief Says","http://www.nytimes.com/2014/03/18/business/gm-chief-barra-releases-video-on-recalls.html"
"NT",2014-03-17,"SEAL Team Raids a Tanker and Thwarts a Militia's Bid to Sell ...","http://www.nytimes.com/2014/03/18/world/middleeast/libya-oil-tanker.html"
"NT",2014-03-17,"Ultranationalist-Turned-Liberal Is Expected to Lead Serbia","http://www.nytimes.com/2014/03/18/world/europe/ultranationalist-turned-liberal-is-expected-to-lead-serbia.html"
"NT",2014-03-17,"Rachel Mellon, an Heiress Known for Her Green Thumb, Dies at 103","http://www.nytimes.com/2014/03/18/us/rachel-mellon-heiress-known-for-garden-designs-is-dead-at-103.html"
"NT",2014-03-17,"Skrillex Releases 'Recess'; Dan Weiss's 'Fourteen'","http://www.nytimes.com/2014/03/18/arts/music/skrillex-releases-recess-dan-weisss-fourteen.html"
"NT",2014-03-17,"Zubin Mehta Leads Final Concert in Festival","http://www.nytimes.com/2014/03/18/arts/music/zubin-mehta-leads-final-concert-in-festival.html"
"NT",2014-03-17,"The Unlikely Road to War","http://www.nytimes.com/2014/03/18/opinion/cohen-the-unlikely-road-to-war.html"
"NT",2014-03-17,"Jewish State Declaration Is Unyielding Block to a Deal","http://www.nytimes.com/2014/03/18/world/middleeast/obama-abbas-palestinians-israel.html"
"NT",2014-03-17,"China Releases Plan to Incorporate Farmers Into Cities","http://www.nytimes.com/2014/03/18/world/asia/china-releases-plan-to-integrate-farmers-in-cities.html"
"NT",2014-03-17,"The Gun Lobby's Latest Bizarre Crusade","http://www.nytimes.com/2014/03/18/opinion/the-gun-lobbys-latest-bizarre-crusade.html"
"NT",2014-03-17,"Fighting Pollution, Paris Imposes Partial Driving Ban","http://www.nytimes.com/2014/03/18/world/europe/fighting-pollution-paris-imposes-partial-driving-ban.html"
"NT",2014-03-17,"A Tumor, the Embryo's Evil Twin","http://www.nytimes.com/2014/03/18/science/a-tumor-the-embryos-evil-twin.html"
"NT",2014-03-17,"Many Adults Falling Short of Degrees","http://www.nytimes.com/2014/03/18/education/many-adults-falling-short-of-degrees.html"
"NT",2014-03-17,"In Eastern Ukraine, the Curtain Goes Up, and the Clash Begins","http://www.nytimes.com/2014/03/18/world/europe/eastern-ukraine.html"
"NT",2014-03-17,"3 Activists Held in Sri Lanka, Raising Fears of Crackdown","http://www.nytimes.com/2014/03/18/world/asia/arrests-of-rights-activists-in-sri-lanka-raise-fears-of-a-crackdown.html"
"NT",2014-03-17,"A Chickadee Mating Zone Surges North","http://www.nytimes.com/2014/03/18/science/a-chickadee-mating-zone-surges-north.html"
"NT",2014-03-17,"GM Saw Cobalt as Its Entry Into a Better Small-Car Market","http://www.nytimes.com/2014/03/18/business/gm-saw-cobalt-as-its-entry-into-the-upscale-small-car-market.html"
"NT",2014-03-17,"Deterioration in US-Russian Relations May Disrupt Coming Talks ...","http://www.nytimes.com/2014/03/18/world/middleeast/18nuke.html"
"NT",2014-03-17,"The Gene Behind a Butterfly Disguise","http://www.nytimes.com/2014/03/18/science/the-gene-behind-a-butterfly-disguise.html"
"NT",2014-03-17,"Plan for Affordable Housing in Philadelphia","http://www.nytimes.com/2014/03/18/us/plan-for-affordable-housing-in-philadelphia.html"
"NT",2014-03-17,"A Classical Composer in a Contemporary World","http://www.nytimes.com/2014/03/18/business/a-classical-composer-in-a-contemporary-world.html"
"NT",2014-03-17,"Italy Divided Over Rail Line Meant to Unite","http://www.nytimes.com/2014/03/18/world/europe/italy-divided-over-rail-line-meant-to-unite.html"
"NT",2014-03-17,"GOP House Members Plan Tour to Test Alternatives on Health Care","http://www.nytimes.com/2014/03/18/us/politics/gop-house-members-plan-tour-to-test-alternatives-on-health-care.html"
"NT",2014-03-17,"Whole-Wheat Buttermilk Scones With Raisins and Oatmeal","http://www.nytimes.com/2014/03/20/health/whole-wheat-buttermilk-scones-with-raisins-and-oatmeal.html"
"NT",2014-03-17,"Kyle Abraham's 'Radio Show,' at 92nd Street Y","http://www.nytimes.com/2014/03/18/arts/dance/kyle-abrahams-radio-show-at-92nd-street-y.html"
"NT",2014-03-17,"Airlines Use Digital Technology to Get Even More Personal","http://www.nytimes.com/2014/03/18/business/airlines-use-digital-technology-to-get-even-more-personal.html"
"NT",2014-03-17,"Decriminalizing Possession of All Illicit Drugs","http://www.nytimes.com/roomfordebate/2014/03/17/lowering-the-deadly-cost-of-drug-abuse/decriminalizing-possession-of-all-illicit-drugs"
"NT",2014-03-17,"What Color Is Your Online Adult Course?","http://www.nytimes.com/2014/03/18/education/what-color-is-your-online-adult-course.html"
"NT",2014-03-17,"Is Crimea the Next Yugoslavia?","http://www.nytimes.com/2014/03/18/opinion/bittner-is-crimea-the-next-yugoslavia.html"
"NT",2014-03-17,"Toyota Unit Shuts 2 Factories in India","http://www.nytimes.com/2014/03/18/business/international/toyota-unit-shuts-2-factories-in-india.html"
"NT",2014-03-17,"American Airlines Focuses on the Glory Days of Flying","http://www.nytimes.com/2014/03/17/business/media/american-airlines-focuses-on-the-glory-days-of-flying.html"
"NT",2014-03-17,"Government Sends Soldiers to a Protest Site in Caracas","http://www.nytimes.com/2014/03/18/world/americas/amid-protests-venezuela-sends-forces-to-opposition-stronghold.html"
"NT",2014-03-17,"Whole-Wheat Soda Bread With Raisins (Spotted Dog)","http://www.nytimes.com/2014/03/18/health/whole-wheat-soda-bread-with-raisins-spotted-dog.html"
"NT",2014-03-17,"Hoarder Meets Clean-Out Deadline, Exchanging Key for Check","http://www.nytimes.com/2014/03/18/nyregion/hoarder-meets-clean-out-deadline-exchanging-key-for-check.html"
"NT",2014-03-17,"The Drug War Has Only Grown More Futile","http://www.nytimes.com/roomfordebate/2014/03/17/lowering-the-deadly-cost-of-drug-abuse/the-drug-war-has-only-grown-more-futile"
"NT",2014-03-17,"Kerry Announces US Representative to Syrian Opposition","http://www.nytimes.com/2014/03/18/world/middleeast/kerry-announces-us-representative-to-syrian-opposition.html"
"NT",2014-03-17,"Nepal Defeats the Wildlife Trade","http://www.nytimes.com/2014/03/18/opinion/nepal-defeats-the-wildlife-trade.html"
"NT",2014-03-17,"Growth in Drug Treatment Has Led to More Innovation","http://www.nytimes.com/roomfordebate/2014/03/17/lowering-the-deadly-cost-of-drug-abuse/growth-in-drug-treatment-has-led-to-more-innovation"
"NT",2014-03-17,"Ex-Official Tells of Cash and Refrigerators as Bribes","http://www.nytimes.com/2014/03/18/nyregion/ex-official-tells-of-cash-and-stoves-as-bribes.html"
"NT",2014-03-17,"Schizophrenics and Home Care","http://www.nytimes.com/2014/03/18/science/schizophrenics-and-home-care.html"
"NT",2014-03-17,"Jordan's Urban Refugees","http://www.nytimes.com/2014/03/18/opinion/jordans-urban-refugees.html"
"NT",2014-03-17,"Diana Damrau Takes On 'La Sonnambula' at the Met","http://www.nytimes.com/2014/03/18/arts/music/diana-damrau-takes-on-la-sonnambula-at-the-met.html"
"NT",2014-03-17,"Titanfall the Game Turns Designers Into Stars","http://www.nytimes.com/2014/03/18/arts/video-games/titanfall-the-game-turns-designers-into-stars.html"
"NT",2014-03-17,"Navigating Cultures, Accepting Criticism","http://www.nytimes.com/2014/03/17/business/international/navigating-cultures-accepting-criticism.html"
"BH",2014-03-18,"Steve Donahue out as BC basketball coach","http://www.bostonherald.com/sports/college/on_campus/2014/03/steve_donahue_out_as_bc_basketball_coach"
"BH",2014-03-18,"Israel Philharmonic Orchestra, Conducted By Zubin Mehta by ...","http://www.bostonherald.com/entertainment/arts_culture/state_of_the_arts/2014/03/israel_philharmonic_orchestra_conducted_by"
"BH",2014-03-18,"Julian Edelman's four-year contract worth max of $19 million","http://www.bostonherald.com/sports/patriots_nfl/the_blitz/2014/03/julian_edelmans_four_year_contract_worth_max_of_19_million"
"BH",2014-03-18,"Report: Patriots inquire about DeSean Jackson","http://www.bostonherald.com/sports/patriots_nfl/the_blitz/2014/03/report_patriots_inquire_about_desean_jackson"
"BH",2014-03-18,"Last Best Show: Ellie Goulding at Agganis Arena","http://www.bostonherald.com/entertainment/music/guestlisted/2014/03/last_best_show_ellie_goulding_at_agganis_arena"
"BG",2014-03-18,"Steve Donahue out as BC basketball coach","https://www.bostonglobe.com/sports/2014/03/18/report-steve-donahue-out-basketball-coach/pi3ppttyeWel2nsforSBPM/story.html"
"BG",2014-03-18,"Red Sox-Yankees game delayed by swarm of bees","https://www.bostonglobe.com/sports/2014/03/18/red-sox-yankees-game-delayed-swarm-bees/52plyc3o1wachG7qLs4OrN/story.html"
"BG",2014-03-18,"MBTA strikes down appeal over commuter rail contract","https://www.bostonglobe.com/metro/2014/03/17/mbta-strikes-down-internal-appeal-battle-over-commuter-rail-contract/Tpm2OH7RsFU6r8Sv5xomjI/story.html"
"BG",2014-03-18,"Judge to rule on Conn. girl's custody by week's end","https://www.bostonglobe.com/metro/2014/03/17/judge-rule-end-week-whether-allow-justina-pelletier-return-home/LdU7aWZj1LdtRwOTGjFl8M/story.html"
"BG",2014-03-18,"Feb. 2015 date set for Gary Lee Sampson death penalty hearings","https://www.bostonglobe.com/2014/03/18/jury-ponder-death-penalty-for-serial-killer-gary-lee-sampson-feb/HzGg994fxkt6qDyfRwGBkJ/story.html"
"BG",2014-03-18,"Jared Sullinger supports higher NBA age limit","https://www.bostonglobe.com/sports/2014/03/17/raising-nba-age-limit-hot-topic-celtics-jared-sullinger/Jkum2Kr88DeHKOmX4zPUAK/story.html"
"BG",2014-03-18,"Gardner Museum teams with Google for virtual tour","https://www.bostonglobe.com/arts/theater-art/2014/03/18/gardner-museum-teams-with-google-for-virtual-tour-experience/1GMOwIbArjPgSgoR8bK1dO/story.html"
"BG",2014-03-18,"Top aide leaves Boston US Attorney Carmen Ortiz's office","https://www.bostonglobe.com/metro/2014/03/18/top-aide-leaves-boston-attorney-office/TJ0Vap1wkLy49SUuoITjLJ/story.html"
"BG",2014-03-18,"Kristen Merlin hits the big time on 'The Voice'","https://www.bostonglobe.com/arts/music/2014/03/17/kristen-merlin-hits-big-time-the-voice/NCirJPpFq73abghp34Cc5H/story.html"
"BG",2014-03-18,"Menino's cancer of 'unknown origin' raises many questions","https://www.bostonglobe.com/lifestyle/health-wellness/2014/03/18/mayor-menino-cancer-unknown-origin-raises-many-questions/pyDz38SC5ipnjUI4uXFYUK/story.html"
"BG",2014-03-18,"In Mass., public records can be hard to get","https://www.bostonglobe.com/opinion/2014/03/18/more-transparent-massachusetts/hKTKQXOU8CKz9Q5Sa6SKfK/story.html"
"BG",2014-03-18,"Kylie Minogue, 'Kiss Me Once'","https://www.bostonglobe.com/arts/music/2014/03/17/album-review-kylie-minogue-kiss-once/56Hb0XDlL8PxBWXn92FPaM/story.html"
"BG",2014-03-18,"Friends of missing teen Abigail Hernandez issue Web appeal","https://www.bostonglobe.com/metro/2014/03/18/friends-missing-teenager-abigail-hernandez-issue-web-appeals-for-her-return-home/leMEhPMlJsXg6aYwx4TmgL/story.html"
"BG",2014-03-18,"Fading images leave lasting impressions","https://www.bostonglobe.com/arts/theater-art/2014/03/18/beautiful-fleeting-moments-brink-shooting-skies-peace-shattered/VSyO2QeVgz1IpjQITJgAxJ/story.html"
"BG",2014-03-18,"Tommy Amaker proud of Harvard's success","https://www.bostonglobe.com/sports/2014/03/17/harvard-success-gratifying-coach-tommy-amaker/3NdrF9McnJ31x0MKRaateM/story.html"
"BG",2014-03-18,"Self-Portrait by Baccio Bandinelli","https://www.bostonglobe.com/arts/theater-art/2014/03/17/frame-frame-self-portrait-baccio-bandinelli/xMiFv4XeIZ2eqEv0gm2TJN/story.html"
"BG",2014-03-18,"Massachusetts players in the NCAA Tournament","https://www.bostonglobe.com/sports/2014/03/18/massachusetts-players-ncaa-tournament/7HRlKmfpXSWXmY479MXQLP/story.html"
"BG",2014-03-18,"'Doll & Em' mixes business and friendship","https://www.bostonglobe.com/arts/television/2014/03/18/doll-mixes-business-and-friendship-with-mixed-results/9K2tTTzVvfmf3BbMw9JxFP/story.html"
"BG",2014-03-18,"Experts begin to wonder if plane will ever be found","https://www.bostonglobe.com/news/world/2014/03/18/what-missing-malaysia-plane-never-found/dqkofNT5BVyjQ2zuDRiyYL/story.html"
"BG",2014-03-18,"The first sign of spring","https://www.bostonglobe.com/2014/03/18/the-first-sign-spring/BGbne9nL8MqItJzhkiK2jL/story.html"
"BG",2014-03-18,"Recipe for orange-cornmeal biscotti","https://www.bostonglobe.com/lifestyle/food-dining/2014/03/18/recipe-for-orange-cornmeal-biscotti/XbkFaEWbOqbxuw38DTAHcK/story.html"
"BG",2014-03-18,"'The 100': More apocalyptic worry","https://www.bostonglobe.com/arts/television/2014/03/18/the-more-apocalyptic-worry/xkASNaHzN4clNQoOqaqRTI/story.html"
"BG",2014-03-18,"Dropping in on Whitey Bulger","https://www.bostonglobe.com/metro/2014/03/17/dropping-dropouts/PtRcXR6e1KYoA2gKxWJeyH/story.html"
"BG",2014-03-18,"Middlesex mutual aid deal hailed by police","https://www.bostonglobe.com/metro/2014/03/17/middlesex-communities-sign-historic-mutual-aid-agreement-for-local-police-departments/bz9yZAddq8cIBr5OI1NZJJ/story.html"
"BG",2014-03-18,"Biogen Idec takes stake in biotech startup","https://www.bostonglobe.com/business/2014/03/17/biogen-idec-takes-stake-biotech-startup/7rXFPhIXlT8TVPiLOLBYPI/story.html"
"BG",2014-03-18,"For some in Ukraine, Russia's pull runs deep","https://www.bostonglobe.com/metro/2014/03/17/ukraine-border-view-from-pig-farm-looks-decidedly-toward-russia/JA8o9jcui4EZk3RHQsDomO/story.html"
"BG",2014-03-18,"2014 James Beard award nominations announced","https://www.bostonglobe.com/lifestyle/food-dining/2014/03/18/james-beard-award-nominations-announced/TFGBnTNBa3uExvt69eOfKL/story.html"
"BG",2014-03-18,"Medical marijuana applicant sues state","https://www.bostonglobe.com/lifestyle/health-wellness/2014/03/17/massachusetts-health-department-faces-more-legal-challenges-medical-marijuana-dispensary-licenses/9AP0njHTjKVkKn7KlhYF7H/story.html"
"BG",2014-03-18,"Recipe for brown rice with kale, cabbage, mushrooms, and tahini ...","https://www.bostonglobe.com/lifestyle/food-dining/2014/03/18/recipe-for-brown-rice-with-kale-cabbage-mushrooms-and-tahini-dressing/TBmmZjRgQmPfvpper9FFHO/story.html"
"BG",2014-03-18,"'You Should Have Known' by Jean Hanff Korelitz","https://www.bostonglobe.com/arts/books/2014/03/17/book-review-you-should-have-known-jean-hanff-korelitz/TPlmJI471Oi6dxFxag3QBJ/story.html"
"BG",2014-03-18,"Not enough lift for 'Tongue of a Bird'","https://www.bostonglobe.com/arts/theater-art/2014/03/17/not-enough-lift-for-tongue-bird/bLZ0Ip14ShZYiDTU0DpLRK/story.html"
"BG",2014-03-18,"Two dead after news helicopter crashes near Seattle Space Needle","https://www.bostonglobe.com/news/nation/2014/03/18/news-helicopter-crashes-near-space-needle-seattle/nZHJig6drLLeIOG7tGq6bI/story.html"
"BG",2014-03-18,"Lebanon sends army to Syria border","https://www.bostonglobe.com/news/world/2014/03/17/lebanon-sends-army-syria-border-rebels-flee/hQWIBC7Pqr2WtNFDdVPvYP/story.html"
"BG",2014-03-18,"General in sex crime trial acknowledges mistreatment","https://www.bostonglobe.com/news/nation/2014/03/17/army-general-pleads-guilty-lesser-charges-sexual-assault-case/1K0xkoCBV7hLGAUGiVgtpI/story.html"
"BG",2014-03-18,"Chefs and foodies gather at 'A Spoonful of Ginger'","https://www.bostonglobe.com/lifestyle/names/2014/03/18/chefs-and-foodies-gather-spoonful-ginger/DLrgHDHY6diOn39j8BRd1I/story.html"
"BG",2014-03-18,"Obama gives Medal of Honor to 24 vets from 3 wars","https://www.bostonglobe.com/news/nation/2014/03/18/obama-giving-medal-honor-vets-from-wars/hoAJ4JF8TmznhhszV68YEJ/story.html"
"NT",2014-03-18,"L'Wren Scott Remembered by Cathy Horyn","http://www.nytimes.com/2014/03/20/fashion/lwren-scott-remembered-by-cathy-horyn.html"
"NT",2014-03-18,"Full-Court Press Wooed Jackson to Knicks","http://www.nytimes.com/2014/03/19/sports/basketball/how-dolan-wooed-jackson-to-lead-the-knicks.html"
"NT",2014-03-18,"Rikers Island Struggles With a Surge in Violence and Mental Illness","http://www.nytimes.com/2014/03/19/nyregion/rise-in-mental-illness-and-violence-at-vast-jail-on-rikers-island.html"
